date,sector,sectorMarketCap,x,y,width,height
2025-05-27,Utilities,169622388897.2085,1217.0384795633674,650.3556973893874,62.961520436632725,69.64430261061412
2025-05-28,Information Technology,13928285140281.727,0.0,0.0,502.0188588373349,720.0
2025-05-28,Communication Services,4843786854071.463,502.0188588373349,0.0,332.0831695595819,378.52366653755706
2025-05-28,Consumer Discretionary,4369709799473.7686,502.0188588373349,378.52366653755706,332.0831695595819,341.47633346244294
2025-05-28,Financials,3857283847674.7466,834.1020283969168,0.0,445.89797160308325,224.49205806382906
2025-05-28,Health Care,3385378625077.3633,834.1020283969168,224.49205806382906,261.67338252845326,335.7396079232405
2025-05-28,Consumer Staples,2383391004620.418,1095.7754109253701,224.49205806382906,184.22458907463002,335.7396079232405
2025-05-28,Industrials,1684724189786.2622,834.1020283969168,560.2316659870696,273.6484449467477,159.76833401293044
2025-05-28,Energy,675675296812.7207,1107.7504733436645,560.2316659870696,109.74941499782871,159.76833401293044
2025-05-28,Materials,217022410232.666,1217.4998883414933,560.2316659870696,62.50011165850684,90.1111783184012
2025-05-28,Utilities,167761248946.97754,1217.4998883414933,650.3428443054709,62.500111658506846,69.65715569452915
2025-05-29,Information Technology,14036118087056.986,0.0,0.0,503.70332153888046,720.0
2025-05-29,Communication Services,4828768240479.819,503.70332153888046,0.0,330.7213604804057,377.2544868037886
2025-05-29,Consumer Discretionary,4387061536923.784,503.70332153888046,377.2544868037886,330.7213604804057,342.7455131962114
2025-05-29,Financials,3872226387696.1963,834.4246820192861,0.0,445.57531798071386,224.5432024569641
2025-05-29,Health Care,3409243771425.3867,834.4246820192861,224.5432024569641,262.17515908447314,335.99035710587754
2025-05-29,Consumer Staples,2384878306468.297,1096.5998411037592,224.5432024569641,183.40015889624067,335.99035710587754
2025-05-29,Industrials,1679690533125.5022,834.4246820192861,560.5335595628417,272.1574782318603,159.46644043715838
2025-05-29,Energy,681448809688.2383,1106.5821602511464,560.5335595628417,110.4140232568642,159.46644043715838
2025-05-29,Materials,217759080076.5381,1216.9961835080107,560.5335595628417,63.003816491989376,89.3037535302636
2025-05-29,Utilities,171085330152.063,1216.9961835080107,649.8373130931053,63.00381649198936,70.16268690689496
