date,symbol,marketCap,changePct
2025-05-02,ENPH,5977791100.185394,2.2671204344045455
2025-05-02,EPAM,9084827006.578064,1.1990368648129701
2025-05-02,FICO,49855937787.30469,2.322542410205587
2025-05-02,FSLR,13999631039.978027,3.1365991948176775
2025-05-02,GE,221489203068.83594,2.0087403986200316
2025-05-02,GEV,108169604369.5957,3.6699883506498305
2025-05-02,GILD,128970661120.7373,0.4164651866109262
2025-05-02,GOOG,905156744836.8438,1.8551535088233186
2025-05-02,GOOGL,954654634887.1875,1.69249576930452
2025-05-02,GS,172841148580.8203,2.2154745415467096
2025-05-02,HD,360431219666.5039,1.7359741952978254
2025-05-02,HOLX,12069284732.716553,-5.446925625655651
2025-05-02,HON,137040433975.89551,1.6086196711717011
2025-05-02,IBM,226704823342.1953,2.457646134463697
2025-05-02,INTU,176205243970.3711,1.3623437797645428
2025-05-02,ISRG,189753642963.97266,2.3666789913986905
2025-05-02,JNJ,372442720797.0,1.0747014341840024
2025-05-02,JPM,701747980433.2031,2.276315416210064
2025-05-02,KO,308400939457.39453,0.5049805102094653
2025-05-02,LIN,213475043477.417,1.5400109299430012
2025-05-02,LLY,737880856142.0898,3.717421241042767
2025-05-02,LOW,127325914223.29688,2.1905338956225284
2025-05-02,MA,504157509346.7344,2.334304676224371
2025-05-02,MCD,221803711015.83008,-0.5356578803678809
2025-05-02,MCHP,25644151286.38867,4.197480122389612
2025-05-02,META,1296220063166.875,4.335820171947168
2025-05-02,MRK,208867477497.18555,-0.0960867511434699
2025-05-02,MS,192871352358.39844,2.9633427724981374
2025-05-02,MSFT,3229307595753.75,2.3225230654990243
2025-05-02,NEE,137004896536.85449,1.5745561415665938
2025-05-02,NFLX,492168610885.9531,2.0309333397663814
2025-05-02,NOW,202462075685.54688,2.0261989558111084
2025-05-02,NRG,22804286280.670166,2.190292634806803
2025-05-02,NVDA,2792380243968.0,2.5893731510116997
2025-05-02,ORCL,422681559037.27734,3.6016152563972543
2025-05-02,PANW,125158357965.08789,0.767698847362225
2025-05-02,PEP,183381941440.0,0.14975435692403385
2025-05-02,PFE,135010335523.8789,1.128292552252207
2025-05-02,PG,376345555407.03516,0.3375475430325428
2025-05-02,PGR,165790008008.78906,1.8547842067853304
2025-05-02,PLTR,281234446072.21875,6.953530157710489
2025-05-02,PM,265946997214.98438,0.4763290467846758
2025-05-02,PODD,18087052708.214844,2.7013026036463534
2025-05-02,QCOM,152594740997.31445,3.402109304362792
2025-05-02,REGN,64189459118.4082,2.6457631859763997
2025-05-02,RTX,173071749579.19727,2.1976286507123426
2025-05-02,SCHW,150525120020.0918,1.96294864476596
2025-05-02,SMCI,20118733694.236816,2.994193571471612
2025-05-02,SPGI,155083077511.09766,1.5412999294116767
2025-05-02,SWK,9376044404.898315,4.156773030048748
2025-05-02,SYK,144542443740.75,1.1310492517934045
2025-05-02,T,198812431377.3828,-0.10853393617696663
2025-05-02,TJX,143682492627.63086,1.237958445655205
2025-05-02,TMO,159887585868.71875,0.8716504362685658
2025-05-02,TMUS,281551608566.1328,0.7611360834183569
2025-05-02,TSLA,925091894077.1484,2.3848576584252594
2025-05-02,TXN,149452723729.61426,3.9491976601389527
2025-05-02,UBER,176243809092.7422,4.190875776026101
2025-05-02,UNH,362783428183.39453,-0.18967237245155597
2025-05-02,UNP,129637588839.25781,1.9665473828894515
2025-05-02,V,593754032393.1562,1.5038655078727214
2025-05-02,VZ,184418786975.71582,1.0161719380116088
2025-05-02,WDAY,53652457750.36719,0.839378800659554
2025-05-02,WFC,238848134413.54492,2.7712114744228242
2025-05-02,WMT,788182204789.2891,1.3756220200332434
2025-05-02,XOM,453549615314.5547,0.40650696478099413
2025-05-02,ZBRA,13016157929.804993,2.5276388295230063
2025-05-05,AAPL,2966690923822.9688,-3.1458476823956327
2025-05-05,ABBV,346338060937.5,-1.2092476856567997
2025-05-05,ABT,230702794619.14062,-0.16563861509666503
2025-05-05,ACN,192634450187.29688,0.7794861256607036
2025-05-05,ADBE,162407770959.47266,0.049886429448922416
2025-05-05,ADP,123384354043.09961,0.12846596219990347
2025-05-05,AMD,163096626500.01562,1.8117340393148558
2025-05-05,AMGN,149270778117.375,-0.41248946005022397
2025-05-05,AMZN,1978366180944.5625,-1.910722026349242
2025-05-05,AVGO,943775400105.125,-1.433902071153583
2025-05-05,AXON,48376489020.6543,-1.0761508245469464
2025-05-05,AXP,194784756590.54883,0.42622093182835064
2025-05-05,BA,140591966805.65625,0.5391998079363965
2025-05-05,BAC,309710894923.4043,0.12174150823489767
2025-05-05,BKNG,168920605949.3164,-0.22448850500603737
2025-05-05,BLK,141862733104.61426,-0.9330544339202331
2025-05-05,BSX,154217863171.71387,-0.6575835694267266
2025-05-05,C,131189354581.61816,0.2998701815410266
2025-05-05,CAT,151963475345.5,-0.17610211848642313
2025-05-05,CMCSA,128300763148.58496,-0.029014282643171258
2025-05-05,COIN,42154556104.87402,-2.698481909403012
2025-05-05,COO,16274274696.553467,-0.8870028309409667
2025-05-05,COST,450080370907.125,0.6535779961570187
2025-05-05,CRL,5866379327.911377,0.827286311419573
2025-05-05,CRM,260634284667.96875,-0.890643379760925
2025-05-05,CSCO,234907198791.5039,-0.016858479558032647
2025-05-05,CVX,231892645809.66602,-2.1660641767964774
2025-05-05,DE,130359871038.92188,-0.06851518272753405
2025-05-05,DECK,17682762153.62549,1.1886432021796032
2025-05-05,DHR,141273256790.29688,-0.8289420396765305
2025-05-05,DIS,165590755071.01953,-0.4108522674826685
2025-05-05,DXCM,31474428215.882812,-1.6540137932942653
2025-05-05,ENPH,5828214699.752808,-2.5022018656347447
2025-05-05,EPAM,9014577347.375488,-0.7732635872065579
2025-05-05,FICO,50640713957.59277,1.5740876716352155
2025-05-05,FSLR,13637147432.739258,-2.589236860626139
2025-05-05,GE,222811532546.53125,0.5970175789039929
2025-05-05,GEV,109474233374.66309,1.2060957536737442
2025-05-05,GILD,127888438618.10156,-0.8391230169957862
2025-05-05,GOOG,906466934777.9453,0.14474729913631995
2025-05-05,GOOGL,955702281112.4688,0.109740861982517
2025-05-05,GS,170844359849.92188,-1.1552739305968807
2025-05-05,HD,357672547385.7422,-0.7653810575327616
2025-05-05,HOLX,11750616326.149658,-2.6403255339819025
2025-05-05,HON,137117229064.94238,0.056038270471606026
2025-05-05,IBM,230056231504.73828,1.4783135678962813
2025-05-05,INTU,176344717474.3711,0.07915400294411923
2025-05-05,ISRG,190613854876.01172,0.453330907698244
2025-05-05,JNJ,369770843485.53125,-0.7173928129810483
2025-05-05,JPM,701886943410.3125,0.019802404992115597
2025-05-05,KO,308616133245.21094,0.06977728024921766
2025-05-05,LIN,212320743990.9668,-0.5407187030610938
2025-05-05,LLY,735945715620.1172,-0.2622565019629695
2025-05-05,LOW,126205038191.29688,-0.880320427178926
2025-05-05,MA,505716676692.4219,0.3092619502400752
2025-05-05,MCD,224477076520.875,1.2052843898784562
2025-05-05,MCHP,25574565888.399902,-0.27134997454840265
2025-05-05,META,1301105150846.875,0.37687178426053225
2025-05-05,MRK,208013717329.77344,-0.4087568718895519
2025-05-05,MS,191876669552.00195,-0.5157234572338869
2025-05-05,MSFT,3235910416922.5,0.20446553860128153
2025-05-05,NEE,134983222975.5332,-1.4756213919532841
2025-05-05,NFLX,482623082268.28125,-1.9394834222542068
2025-05-05,NOW,202605011071.28906,0.07059859742038158
2025-05-05,NRG,22724127956.314087,-0.35150551685550685
2025-05-05,NVDA,2775796668264.375,-0.5938867294111627
2025-05-05,ORCL,418643461152.29297,-0.955352273749952
2025-05-05,PANW,125445087255.85938,0.22909320274996386
2025-05-05,PEP,180968848284.20703,-1.3158837434287383
2025-05-05,PFE,133169287564.22266,-1.3636348302612944
2025-05-05,PG,372383277245.3008,-1.0528298009123522
2025-05-05,PGR,165408965986.8164,-0.2298341296614546
2025-05-05,PLTR,280080357162.60156,-0.41036541779836844
2025-05-05,PM,269573691515.9375,1.3636906372067075
2025-05-05,PODD,18212319937.18799,0.6925795539715003
2025-05-05,QCOM,152190915710.44922,-0.26463905913529573
2025-05-05,REGN,63974299506.5918,-0.33519461726497546
2025-05-05,RTX,170918484298.5918,-1.2441460179612613
2025-05-05,SCHW,150996025097.88477,0.31284152288343187
2025-05-05,SMCI,19199633452.473633,-4.5683801760667855
2025-05-05,SPGI,154862667817.54297,-0.1421236263117845
2025-05-05,SWK,9175969339.846436,-2.1338963043664223
2025-05-05,SYK,145742435751.0,0.8302004443776353
2025-05-05,T,198092354646.51855,-0.36218898681311273
2025-05-05,TJX,143382257804.39453,-0.20895713718888498
2025-05-05,TMO,159404393989.04688,-0.30220725208060645
2025-05-05,TMUS,280895471079.19336,-0.2330434161896592
2025-05-05,TSLA,902706281054.6875,-2.419825875222087
2025-05-05,TXN,147554020576.5381,-1.2704373033115497
2025-05-05,UBER,178648657838.81445,1.364501118338175
2025-05-05,UNH,367219328231.3828,1.222740539776211
2025-05-05,UNP,128592370565.64844,-0.8062617354796514
2025-05-05,V,595530500293.1484,0.29919256174683007
2025-05-05,VZ,183575533736.57227,-0.4572490975415611
2025-05-05,WDAY,53579103883.18359,-0.1367204229951455
2025-05-05,WFC,239009934734.6328,0.06774192374797759
2025-05-05,WMT,792811564879.8438,0.5873464361952057
2025-05-05,XOM,440994901396.15625,-2.768101547102238
2025-05-05,ZBRA,12749172854.804993,-2.0511818959160397
2025-05-06,AAPL,2961022539838.2188,-0.19106756080426293
2025-05-06,ABBV,330581749218.75,-4.549402302507369
2025-05-06,ABT,231503106152.34375,0.34690153386495903
2025-05-06,ACN,190186686297.28125,-1.2706781614792602
2025-05-06,ADBE,163226080682.37305,0.5038611872239736
2025-05-06,ADP,123128620566.01367,-0.20726572592551468
2025-05-06,AMD,159902478764.98828,-1.9584388736740903
2025-05-06,AMGN,144143355763.17188,-3.4349806565430483
2025-05-06,AMZN,1964140082001.0938,-0.7190832051464082
2025-05-06,AVGO,940813148676.625,-0.3138724984959389
2025-05-06,AXON,46840489505.54199,-3.1750950641674534
2025-05-06,AXP,192921187306.1953,-0.9567326093544725
2025-05-06,BA,140214963797.65625,-0.2681540180180711
2025-05-06,BAC,307601977735.5137,-0.6809309011916383
2025-05-06,BKNG,167985072324.3164,-0.5538303747742305
2025-05-06,BLK,141005874314.5752,-0.6040055561365695
2025-05-06,BSX,154040336397.51074,-0.11511427441155621
2025-05-06,C,129751208714.5039,-1.096236711965474
2025-05-06,CAT,150919389806.5,-0.6870634780010102
2025-05-06,CMCSA,128449736962.08691,0.11611295977205274
2025-05-06,COIN,41623925676.0874,-1.258773612670703
2025-05-06,COO,16074761704.553467,-1.2259409142347366
2025-05-06,COST,448133500416.0,-0.4325606307160506
2025-05-06,CRL,5668443116.867065,-3.374077944509314
2025-05-06,CRM,261332145996.09375,0.26775499969776817
2025-05-06,CSCO,234511204833.98438,-0.1685746369446101
2025-05-06,CVX,232063791277.09766,0.07380374950403311
2025-05-06,DE,128724073596.40625,-1.2548320502919346
2025-05-06,DECK,17494472474.395752,-1.0648205161269524
2025-05-06,DHR,136013088724.85156,-3.7233997325151202
2025-05-06,DIS,165698615682.9414,0.06513685614611463
2025-05-06,DXCM,31968483883.59375,1.5697049818418123
2025-05-06,ENPH,5756050949.855804,-1.238179333030814
2025-05-06,EPAM,8944328552.624512,-0.779279960046367
2025-05-06,FICO,50164838476.831055,-0.9397092646841896
2025-05-06,FSLR,13594249669.0979,-0.31456551931359933
2025-05-06,GE,222448963846.32812,-0.16272438686601973
2025-05-06,GEV,109509716258.39355,0.03241208696938998
2025-05-06,GILD,121755863417.36426,-4.795253790727952
2025-05-06,GOOG,901826751622.0547,-0.5118976741305317
2025-05-06,GOOGL,949998616921.1562,-0.5968034506178271
2025-05-06,GS,167730103570.76562,-1.8228616279120753
2025-05-06,HD,355348882839.84375,-0.6496625371117496
2025-05-06,HOLX,11835297661.13379,0.7206544119365228
2025-05-06,HON,134352478260.05273,-2.016340925019852
2025-05-06,IBM,230000838672.54297,-0.02407795339122193
2025-05-06,INTU,174774244457.28516,-0.8905699243949174
2025-05-06,ISRG,190126411668.03516,-0.25572286353142004
2025-05-06,JNJ,368506459860.02734,-0.3419370801617516
2025-05-06,JPM,692688162560.0,-1.3105787102432296
2025-05-06,KO,308702237031.5156,0.02789996277876819
2025-05-06,LIN,209768135073.48633,-1.202241886261038
2025-05-06,LLY,694429699509.7656,-5.641179129002693
2025-05-06,LOW,124983278869.58203,-0.9680749193728277
2025-05-06,MA,503796982152.84375,-0.3795988204568717
2025-05-06,MCD,225237868341.60742,0.3389173774550975
2025-05-06,MCHP,25285528663.978516,-1.1301745088564261
2025-05-06,META,1275138148184.1406,-1.9957651113618864
2025-05-06,MRK,198471814763.55664,-4.587150640209748
2025-05-06,MS,189839188537.59766,-1.0618701164458682
2025-05-06,MSFT,3214692247694.375,-0.6557094138688937
2025-05-06,NEE,135881753283.9541,0.6656607307293028
2025-05-06,NFLX,484167855155.71875,0.3200785342004818
2025-05-06,NOW,199955541542.96875,-1.3077018748505012
2025-05-06,NRG,22876625517.65442,0.6710821274792168
2025-05-06,NVDA,2768968169926.875,-0.24600138819856937
2025-05-06,ORCL,414184745899.76953,-1.0650387898693248
2025-05-06,PANW,125818493627.92969,0.2976652017537428
2025-05-06,PEP,179254998364.20703,-0.9470414031195257
2025-05-06,PFE,127646121997.28906,-4.147476995602289
2025-05-06,PG,373367979712.0,0.26443251533300294
2025-05-06,PGR,166288301986.8164,0.5316132621674727
2025-05-06,PLTR,246340378755.89062,-12.046535054624728
2025-05-06,PM,270958993308.95312,0.5138861233918758
2025-05-06,PODD,18217948983.89258,0.03090790587911766
2025-05-06,QCOM,152692970581.0547,0.3298849134731886
2025-05-06,REGN,59198326255.12695,-7.465456110188024
2025-05-06,RTX,170346950655.94922,-0.33438960390271083
2025-05-06,SCHW,150018006403.49414,-0.6477115498614047
2025-05-06,SMCI,19659183573.355225,2.393535907959662
2025-05-06,SPGI,153610665884.3711,-0.808459489182355
2025-05-06,SWK,9007967192.111938,-1.8308926448233824
2025-05-06,SYK,144274923581.25,-1.0069216712263784
2025-05-06,T,202772832795.6543,2.3627757656208974
2025-05-06,TJX,142848484310.1836,-0.37227304297239056
2025-05-06,TMO,153647610245.04688,-3.6114335370175334
2025-05-06,TMUS,287117472256.4707,2.215059272181417
2025-05-06,TSLA,886891355659.1797,-1.7519458684867306
2025-05-06,TXN,146345751153.07617,-0.8188658084278834
2025-05-06,UBER,179485129048.88672,0.46822137943346365
2025-05-06,UNH,357875797634.46875,-2.544400547191992
2025-05-06,UNP,126614753920.5293,-1.5378957837234488
2025-05-06,V,593924828539.793,-0.2696204061026397
2025-05-06,VZ,186147448878.2871,1.4010119373562588
2025-05-06,WDAY,53460441279.16992,-0.22147179667727793
2025-05-06,WFC,237812483255.97852,-0.5010048975511413
2025-05-06,WMT,786585896877.4219,-0.7852645292031555
2025-05-06,XOM,447144141648.4453,1.3944016660557836
2025-05-06,ZBRA,12756801465.390015,0.059836121699039096
2025-05-07,AAPL,2927311927347.375,-1.1384787531095792
2025-05-07,ABBV,332242169531.25,0.5022722265896413
2025-05-07,ABT,233051562690.4297,0.6688707394996914
2025-05-07,ACN,191620291149.98438,0.7537882280898748
2025-05-07,ADBE,164074214520.26367,0.5196068142694894
2025-05-07,ADP,123879580608.3711,0.6098988512218451
2025-05-07,AMD,162723711412.66406,1.7643457871733186
2025-05-07,AMGN,147021530094.09375,1.9967443630566832
2025-05-07,AMZN,2003420891122.2188,1.9998985551532127
2025-05-07,AVGO,963006358189.75,2.3589391309361067
2025-05-07,AXON,46852169026.19629,0.024934668227399714
2025-05-07,AXP,193530696308.39062,0.31593678781788176
2025-05-07,BA,139913354488.125,-0.21510493699267463
2025-05-07,BAC,308279848079.02734,0.2203725569334691
2025-05-07,BKNG,169087216098.6328,0.656096258475026
2025-05-07,BLK,141836521259.3994,0.5890867659677056
2025-05-07,BSX,155046362838.12305,0.653092861350413
2025-05-07,C,131208035872.0,1.1227850375572233
2025-05-07,CAT,150637197931.125,-0.18698185550366317
2025-05-07,CMCSA,128077302428.33203,-0.28994573485565817
2025-05-07,COIN,41554160976.34961,-0.167607208125187
2025-05-07,COO,16210430600.0,0.8439869774747736
2025-05-07,COST,446647863319.875,-0.3315166339374072
2025-05-07,CRL,6727377488.955688,18.681220755971765
2025-05-07,CRM,265987890502.9297,1.7815429820507152
2025-05-07,CSCO,235897198791.5039,0.5910139596531034
2025-05-07,CVX,232388928017.61914,0.1401066227230823
2025-05-07,DE,127938676926.20312,-0.6101396951324044
2025-05-07,DECK,18060835051.208496,3.237380136163871
2025-05-07,DHR,138188720768.57812,1.5995754997725031
2025-05-07,DIS,183532292549.8828,10.762719286119767
2025-05-07,DXCM,32682118518.492188,2.232306785323264
2025-05-07,ENPH,5737682049.938202,-0.3191233030705314
2025-05-07,EPAM,9019676747.358704,0.842413092172052
2025-05-07,FICO,50996592464.13574,1.658041792935979
2025-05-07,FSLR,13918126189.086914,2.3824523447236774
2025-05-07,GE,223856590206.10156,0.6327862065232418
2025-05-07,GEV,111032689938.13477,1.3907201404372922
2025-05-07,GILD,123024677315.68652,1.0420967522302613
2025-05-07,GOOG,834135187321.9453,-7.5060497128031685
2025-05-07,GOOGL,881031667171.25,-7.259689490224812
2025-05-07,GS,168511720318.88086,0.46599670033916657
2025-05-07,HD,358681077916.9922,0.9377249340193542
2025-05-07,HOLX,12352297974.566895,4.368291598874567
2025-05-07,HON,137347624147.40625,2.2293194186981125
2025-05-07,IBM,233924653615.91016,1.7060002763527333
2025-05-07,INTU,178844088795.2578,2.3286293415889014
2025-05-07,ISRG,192165810872.03906,1.0726543388220788
2025-05-07,JNJ,375257781596.3594,1.8320769027757176
2025-05-07,JPM,693077233452.5781,0.056168260641298894
2025-05-07,KO,311629141825.39453,0.9481320323506747
2025-05-07,LIN,210992824806.51855,0.5838302050038207
2025-05-07,LLY,695863151139.1602,0.20642141751806986
2025-05-07,LOW,125263497877.58203,0.2242051981148645
2025-05-07,MA,510412276600.52344,1.313087351061725
2025-05-07,MCD,226190598348.34766,0.42298837835531045
2025-05-07,MCHP,25735144410.46045,1.7781544236504385
2025-05-07,META,1295764073944.1406,1.617544404061029
2025-05-07,MRK,198672701762.66992,0.10121689034415383
2025-05-07,MS,191074509552.00195,0.6507197085704154
2025-05-07,MSFT,3214989159165.0,0.009236077600832532
2025-05-07,NEE,137556274904.0244,1.2323373665712423
2025-05-07,NFLX,491709012899.16406,1.5575502716965617
2025-05-07,NOW,203690485528.3203,1.8678872095920156
2025-05-07,NRG,23201171342.010498,1.4186787474648288
2025-05-07,NVDA,2854812441411.0,3.1002260125796983
2025-05-07,ORCL,418867804678.03125,1.1306690612394001
2025-05-07,PANW,125451751593.01758,-0.29148499901504027
2025-05-07,PEP,180872862646.59766,0.9025490486482715
2025-05-07,PFE,127144034767.17383,-0.3933431131780859
2025-05-07,PG,373461745567.23047,0.025113523474293565
2025-05-07,PGR,167882831982.42188,0.9588948690641422
2025-05-07,PLTR,250006299093.39844,1.488152432021927
2025-05-07,PM,272951336926.98438,0.7352934086817846
2025-05-07,PODD,18600788589.94629,2.1014418603993184
2025-05-07,QCOM,157495329986.57227,3.1451083748274584
2025-05-07,REGN,59453764316.40625,0.43149541116827494
2025-05-07,RTX,169469683105.5293,-0.5149887021997502
2025-05-07,SCHW,152155169660.58398,1.4246044913712879
2025-05-07,SMCI,19384647847.11841,-1.396475724500097
2025-05-07,SPGI,154804509607.95703,0.777188040109527
2025-05-07,SWK,9000330811.33081,-0.08477363003514184
2025-05-07,SYK,146774285894.5,1.732360864389893
2025-05-07,T,202340792250.86426,-0.213066286461279
2025-05-07,TJX,143059756884.38477,0.14789976612031183
2025-05-07,TMO,153960936729.64062,0.20392538751109582
2025-05-07,TMUS,284244022856.959,-1.0007922460897747
2025-05-07,TSLA,889693575131.8359,0.315959723226021
2025-05-07,TXN,149707094780.63965,2.296850848814562
2025-05-07,UBER,174926377706.07227,-2.5399047636825536
2025-05-07,UNH,354746153671.3828,-0.8745056200426631
2025-05-07,UNP,127000775762.52539,0.30487903663927135
2025-05-07,V,597597389522.2734,0.6183545132318722
2025-05-07,VZ,185051214842.28516,-0.588906290474455
2025-05-07,WDAY,54062382810.4082,1.1259569072670916
2025-05-07,WFC,236841532364.9082,-0.40828424049766665
2025-05-07,WMT,788820764579.2031,0.28412252376418107
2025-05-07,XOM,446717129798.6719,-0.0954975834412617
2025-05-07,ZBRA,13083794241.921997,2.5632818494442664
2025-05-08,AAPL,2945808243518.9062,0.631853271212267
2025-05-08,ABBV,327808515234.375,-1.3344646476184232
2025-05-08,ABT,233138560000.0,0.037329640087362975
2025-05-08,ACN,193366908994.6875,0.9114994211839592
2025-05-08,ADBE,163656533837.89062,-0.25456814380876525
2025-05-08,ADP,124654895040.18555,0.6258613631131891
2025-05-08,AMD,164896381560.6797,1.3351896470120308
2025-05-08,AMGN,145001473339.07812,-1.3739870301463935
2025-05-08,AMZN,2039198106852.9688,1.7858062621434154
2025-05-08,AVGO,976924161615.9375,1.445245226869535
2025-05-08,AXON,53470266294.45801,14.125487476495197
2025-05-08,AXP,198729076036.35352,2.6860750398372395
2025-05-08,BA,144542950966.15625,3.3089024953827275
2025-05-08,BAC,313326193844.8633,1.636936633153624
2025-05-08,BKNG,168079436016.55273,-0.5960119903400708
2025-05-08,BLK,143112561542.3584,0.8996556540083798
